thread,tid,sent,ManualLabel,codes,stakeholder,signal,intent,action
1109307,1109307:39,"""You would need to write a Server and a Client program.""",o,"[u""'Others'""]",,,,
1109307,1109307:40,"""The server would use a ServerSocket to listen for connections, and the Client would use a Socket to connect to that server on the specified port.""",o,"[u""'Usability'""]",,,,
1109307,1109307:41,"""Here's a tutorial: URL_http://www.javaworld.com/jw-12-1996/jw-12-sockets.html [ URL_http://www.javaworld.com/jw-12-1996/jw-12-sockets.html ] .""",o,"[""'Documentation'""]",,,,
1109307,1109307:42,"""Why reinvent the wheel?""",n,"[""'OnlySentiment'""]",,,,
1109307,1109307:43,"""Why not?""",n,"[""'OnlySentiment'""]",,,,
1109307,1109307:44,"""It's pretty quick to do, and it would be in Java.""",p,"[""'Usability'""]",,,,
1109307,1109307:45,"""I just did it !.""",p,"[u""'Others'""]",,,,
1109307,1109307:46,"""Yes, you did : ).""",p,"[u""'Others'""]",,,,
1109307,1109307:47,"""Quick to do at first (and a good learning experience), but slow to maintain for production.""",n,"[u""'Usability'""]",,,,
1109307,1109307:48,"""Check out URL_http://www.rgagnon.com/javadetails/java-0542.html [this] tutorial, it's a really basic example.""",p,"[""'Documentation'""]",,,,
1109307,1109307:49,"""You would probably also want to send control headers prior to the actual file being sent, containing the size of the file, filename, etc.""",o,"[u""'Usability'""]",,,,
1109307,1109307:50,"""Alternatively, base it on an existing protocol, like URL_http://sourceforge.net/projects/juggle/ [this] project.""",o,"[u""'Others'""]",,suggestion,,
1109307,1109307:51,"""Thanks that's what I was looking for.""",p,"[u""'Others'""]",,,,
1109307,1109307:52,"""To transfer over a network more efficiently.""",o,"[""'Others'""]",,,,
1109307,1109307:53,"""Take a look at URL_http://www.ibm.com/developerworks/java/library/j-zerocopy/index.html [this-article] that explains efficient data transfer through zero copy .""",p,"[""'Documentation'""]",,suggestion,,
1109307,1109307:54,"""Two popular apps are ""scp"" and ""rsync"".""",p,"[u""'Others'""]",,,,
1109307,1109307:55,"""These are standard on Linux, are generally available on Unix and can be run on Windows under cygwin, although you may be able to find windows-native apps that can do it as well.""",p,"[u""'Portability'""]",,,,
1109307,1109307:56,"""(PuTTY can serve as an SCP client).""",o,"[""'Others'""]",,,,
1109307,1109307:57,"""For any sort of pc-to-pc file transfer, you need to have a listener on the destination PC.""",o,"[""'Others'""]",,,,
1109307,1109307:58,"""This can be a daemon app (or Windows system process), or it can be a Unix-style ""superserver"" that's configured to load and run the actual file-copy app when someone contacts the listening port.""",o,"[u""'Compatibility'""]",,,,
1109307,1109307:59,"""SCP and one of the rsync modes do require that there be some sort of remote login capability.""",o,"[u""'Others'""]",,,,
1109307,1109307:60,"""Rsync can also publish resources that it will handle directory.""",o,"[""'Others'""]",,,,
1109307,1109307:61,"""Since the concept of a Windows ""remote login"" isn't as well- established as it is under Linux, this may be preferable.""",n,"[""'Compatibility'"", ""'Portability'""]",,,,
1109307,1109307:62,"""Plus it limits remote access to defined sources/targets on the destination machine instead of allowing access to any (authorized) part of the filesystem.""",o,"[u""'Others'""]",,,,
1109307,1109307:63,"""Can you install FTP servers on (one of) your machines ?""",o,"[""'Others'""]",,,,
1109307,1109307:64,"""If you can, you will just have to use a FTP client (FileZilla for example, which have a progress bar).""",o,"[""'Usability'""]",,suggestion,,
3775694,3775694:1,"""deleting folder from java.""",o,"[""'Others'""]",,,,
3775694,3775694:2,"""i want to delete all the contents that are present in a folder which includes files and folder too.""",o,"[""'Others'""]",,,,
3775694,3775694:3,"""I have written a java code to delete all the files but i am unable to delete the folders.""",o,"[""'Usability'""]",,,,
3775694,3775694:4,"""below is the code i am using.. CODESNIPPET_JAVA1 .""",o,"[""'Usability'""]",,,,
3775694,3775694:5,"""Please help me if i am missing something in the code??..""",o,"[""'Others'""]",,,,
3775694,3775694:6,"""possible duplicate of [Delete files recursively in Java]( URL_http://stackoverflow.com/questions/779519/delete-files-recursively-in - java).""",o,"[""'Others'""]",,,,
3775694,3775694:7,"""If you use URL_http://commons.apache.org/io [Apache-Commons-IO] it's a one- liner: CODESNIPPET_JAVA1 .""",o,"[""'Usability'""]",,,,
3775694,3775694:8,"""See URL_http://commons.apache.org/proper/commons-io///apidocs/org/apache/commo ns/io/FileUtils.html#deleteDirectory%28java.io.File%29 [FileUtils.deleteDirectory()] <s>Also with URL_http://code.google.com/p/guava-libraries [Guava] :</s> <s> CODETERM1 </s> This has been removed from Guava several releases ago.""",o,"[""'Others'""]",,,,
3775694,3775694:9,"""I have something like this : CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
3775694,3775694:10,"""It could be problem with nested folders.""",n,"[""'Others'""]",,,,
3775694,3775694:11,"""Your code deletes the folders in the order they were found, which is top-down, which does not work.""",n,"[""'Usability'""]",,,,
3775694,3775694:12,"""It might work if you reverse the folder list first.""",o,"[""'Usability'""]",,,,
3775694,3775694:13,"""But I would recommend you just use a library like Commons IO for this.""",p,"[""'Usability'""]",,suggestion,,
3775694,3775694:14,"""The javadoc for URL_http://download.oracle.com/javase/1.4.2/docs/api/java/io/F ile.html#delete%28%29 [File.delete()] public boolean delete() Deletes the file or directory denoted by this abstract pathname.""",o,"[""'Documentation'""]",,,,
3775694,3775694:15,"""If this pathname a directory, then the directory must be empty in order to be deleted.""",o,"[""'Others'""]",,,,
3775694,3775694:16,"""So a folder has to be empty or deleting it will fail.""",o,"[""'Others'""]",,,,
3775694,3775694:17,"""Your code currently fills the folder list with the top most folder first, followed by its sub folders.""",o,"[""'Others'""]",,,,
3775694,3775694:18,"""Since you iterrate through the list in the same way it will try to delete the top most folder before deleting its subfolders, this will fail.""",n,"[""'Bug'""]",,,,
3775694,3775694:19,"""Changing these line CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
3775694,3775694:20,"""to this CODESNIPPET_JAVA2 .""",o,"[""'Others'""]",,,,
3775694,3775694:21,"""should cause your code to delete the sub folders first.""",o,"[""'Others'""]",,,,
3775694,3775694:22,"""The delete operation also returns false when it fails, so you can check this value to do some error handling if necessary.""",o,"[""'Bug'""]",,,,
3775694,3775694:23,"""close - he's not using arrays but lists.""",o,"[""'Others'""]",,,,
3775694,3775694:24,"""So the replacement code needs to to adapted in order to fit in his solution.""",o,"[""'Others'""]",,,,
3775694,3775694:25,"""@Andreas_D thats right, fixed it.^^.""",p,"[""'Bug'""]",,,,
3775694,3775694:26,"""You're storing all (sub-) files and folder recursively in a list, but with your current code you store the parent folder _before_ you store the children.""",n,"[""'Others'""]",,,,
3775694,3775694:27,"""And so you try to delete the folder before it is empty.""",o,"[""'Others'""]",,,,
3775694,3775694:28,"""Try this code: CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
3775694,3775694:29,"""Try this: CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
3775694,3775694:30,"""Just wanted to tell you I loved this solution.""",p,"[""'Documentation'""]",user,experience,,used and loved provided solution
3775694,3775694:31,"""I thought it was easy to follow and simple.""",p,"[""'Usability'""]",,experience,used,happy
3775694,3775694:32,"""Thanks.""",p,"[""'OnlySentiment'""]",,,,
3775694,3775694:33,"""@Kelly: You're welcome :).""",p,"[""'OnlySentiment'""]",,,,
3775694,3775694:34,"""You should delete the file in the folder first , then the folder.This way you will recursively call the method.""",o,"[""'Others'""]",,,,
3775694,3775694:35,"""I found this piece of code more understadable and working: CODESNIPPET_JAVA1 .""",p,"[""'Usability'""]",,,,
3775694,3775694:36,"""I wrote a method for this sometime back.""",o,"[""'Others'""]",,,,
3775694,3775694:37,"""It deletes the specified directory and returns true if the directory deletion was successful.""",p,"[""'Usability'""]",,,,
3775694,3775694:38,"""CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
3775694,3775694:39,"""Using the URL_http://commons.apache.org/io/api-1.4/org/apache/commons/io/FileU tils.html#deleteDirectory%28java.io.File%29 [FileUtils.deleteDirectory()] method can help to simplify the process of deleting directory and everything below it recursively.""",p,"[""'Usability'""]",,suggestion,,
3775694,3775694:40,"""Check URL_http://stackoverflow.com/questions/779519/delete-files-recursively- in-java [this] question .""",o,"[""'Others'""]",,,,
3775694,3775694:41,"""It will delete a folder recurcively public static void folderdel(String path) CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
3775694,3775694:42,"""Please add an explanation rather than just dumping code as your answer.""",n,"[""'Usability'""]",,,,
2356137,2356137:1,"""Read large files in Java.""",o,"[""'Others'""]",,,,
2356137,2356137:2,"""I need the advice from someone who knows very well java and the memory issues.I have a large file (something like 1.5GB) and I need to cut this file in many(100 small files for example) smaller files.I Know generally how to do it (using a BufferedReader), but I would like to know if you have any advice regarding the memory, or tips how to do it faster.My file containt text, it is not binary and I have about 20 character per line.""",o,"[""'Others'""]",,,,
2356137,2356137:3,"""Use byte APIs (e.g.""",o,"[""'Usability'""]",,,,
2356137,2356137:4,"""FileInputStream, ByteChannel), rather than character APIs (BufferedReader, etc.).""",p,"[""'Others'""]",,,,
2356137,2356137:5,"""Otherwise, you are encoding and decoding needlessly.""",n,"[""'Usability'""]",,,,
2356137,2356137:6,"""Splitting a text file using bytes would be a bad idea.""",n,"[""'Usability'""]",,,,
2356137,2356137:7,"""To save memory, do not unnecessarily store/duplicate the data in memory (i.e.""",n,"[""'Performance'""]",,,,
2356137,2356137:8,"""do not assign them to variables outside the loop).""",o,"[""'Others'""]",,,,
2356137,2356137:9,"""Just process the output as soon as the input comes in.""",o,"[""'Others'""]",,,,
2356137,2356137:10,"""It really doesn't matter whether you're using CODETERM1 or not.""",o,"[""'Others'""]",,,,
2356137,2356137:11,"""It will not cost significantly much more memory as some implicitly seem to suggest.""",p,"[""'Performance'""]",,,,
2356137,2356137:12,"""It will at highest only hit a few % from performance.""",p,"[""'Performance'""]",,,,
2356137,2356137:13,"""The same applies on using NIO.""",n,"[""'OnlySentiment'""]",,,,
2356137,2356137:14,"""It will only improve scalability, not memory use.""",p,"[""'Performance'""]",,,,
2356137,2356137:15,"""It will only become interesting when you've hundreds of threads running on the same file.""",p,"[""'Performance'""]",,,,
2356137,2356137:16,"""Just loop through the file, write every line immediately to other file as you read in, count the lines and if it reaches 100, then switch to next file, etcetera.""",o,"[""'Others'""]",,,,
2356137,2356137:17,"""Kickoff example: CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
2356137,2356137:18,"""Yes, just pipe it from the FileInputStream to the FilOutputStream using only a suitably sized byte buffer array.""",o,"[""'Others'""]",,,,
2356137,2356137:19,"""It does not work for me to count the lines.The thing is: I have a file and I need to split it in 200 (this can change, it will come from the database) files for example.How do I do that?""",n,"[""'Usability'""]",,experience,,used
2356137,2356137:20,"""Just counting the line does not work.""",n,"[""'Usability'""]",,,,
2356137,2356137:21,"""How else ?""",o,"[""'Others'""]",,,,
2356137,2356137:22,"""Then count the amount of bytes written instead of the amount of lines.""",o,"[""'Others'""]",,,,
2356137,2356137:23,"""You can know the file size in bytes beforehand.""",o,"[""'Others'""]",,,,
2356137,2356137:24,"""Using lineStr.getBytes().length ?""",o,"[""'Others'""]",,,,
2356137,2356137:25,"""For example.""",o,"[""'Others'""]",,,,
2356137,2356137:26,"""Don't forget the specify the proper encoding!""",o,"[""'Others'""]",,,,
2356137,2356137:27,"""E.g.""",o,"[""'Others'""]",,,,
2356137,2356137:28,"""line.getBytes(encoding).""",o,"[""'Others'""]",,,,
2356137,2356137:29,"""Else it will mess up.""",n,"[""'OnlySentiment'""]",,,,
2356137,2356137:30,"""The byte length depends on the character encoding used.""",o,"[""'Others'""]",,,,
2356137,2356137:31,"""If you actually don't worry about txt lines, then I would rather use InputStream/OutputStream instead and count the transferred bytes.""",p,"[""'Usability'""]",,,,
2356137,2356137:32,"""By the way, it's unclear whether you mean to say that the files are stored in the DB or that the file split parameters are stored in the DB.""",n,"[""'Usability'""]",,,,
2356137,2356137:33,"""If the files are actually also stored in the DB, then this may be memory hogging as wel.""",p,"[""'Performance'""]",,,,
2356137,2356137:34,"""The exact solution will depend on the DB used.""",o,"[""'Others'""]",,,,
2356137,2356137:35,"""You can consider using memory-mapped files, via URL_http://java.sun.com/javase/6/docs/api/java/nio/channels/FileChannel.html [FileChannel] s .""",p,"[""'Performance'""]",,,,
2356137,2356137:36,"""Generally _a lot_ faster for large files.""",p,"[""'Performance'""]",,,,
2356137,2356137:37,"""There are performance trade-offs that _could_ make it slower, so YMMV.""",n,"[""'Performance'""]",,,,
2356137,2356137:38,"""Related answer: URL_http://stackoverflow.com/questions/1605332/java-nio- filechannel-versus-fileoutputstream-performance-usefulness [ URL_http://stackoverflow.com/questions/1605332/java-nio-filechannel-versus - fileoutputstream-performance-usefulness] .""",o,"[""'Documentation'""]",,,,
2356137,2356137:39,"""If you are just reading straight through a file, this will most likely not get you much of anything.""",o,"[""'Others'""]",,,,
2356137,2356137:40,"""Still worth mentioning :).""",p,"[""'OnlySentiment'""]",,,,
2356137,2356137:41,"""First, if your file contains binary data, then using CODETERM1 would be a big mistake (because you would be converting the data to String, which is unnecessary and could easily corrupt the data); you should use a CODETERM2 instead.""",n,"[""'Usability'""]",,,,
2356137,2356137:42,"""If it's text data and you need to split it along linebreaks, then using CODETERM3 is OK (assuming the file contains lines of a sensible lenght).""",p,"[""'Others'""]",,,,
2356137,2356137:43,"""Regarding memory, there shouldn't be any problem if you use a decently sized buffer (I'd use at least 1MB to make sure the HD is doing mostly sequential reading and writing).""",p,"[""'Performance'""]",,,,
2356137,2356137:44,"""If speed turns out to be a problem, you could have a look at the CODETERM4 packages - those are supposedly faster than CODETERM5 , .""",p,"[""'Performance'""]",,,,
2356137,2356137:45,"""Yes, I will use BufferedReader because I have a text file and I need to read it line by line.Now I have another problem: I cannot detect the size of the new file when writing it.The idea is that when the size of the new file xx MB then generate a new file.""",p,"[""'Others'""]",,,,
2356137,2356137:46,"""@CC: you could simply keep adding up the String length of the lines you are copying.""",p,"[""'Usability'""]",,,,
2356137,2356137:47,"""But it depends on the character encoding how that translates to file size (and doesn't work well at all with variable-length encodings such as UTF-8).""",n,"[""'Usability'""]",,,,
2356137,2356137:48,"""i would suggest adding a custom FilterOutputStream between the FileOutputStream (on the bottom) and OutputStreamWriter.""",o,"[""'Others'""]",,,,
2356137,2356137:49,"""Implement this filter to just keep track of the number of bytes going through it (apache commons io may have such a utility in it already).""",o,"[""'Others'""]",,,,
2356137,2356137:50,"""Also, a common mis-perception is that ""nio"" is _faster_ than ""io"".""",n,"[""'Performance'""]",,,,
2356137,2356137:51,"""This may be the case in certain situations, but generally ""nio"" was written to be more _scalable_ than ""io"", where ""scalable"" is not necessarily the same as ""faster"".""",p,"[""'Performance'""]",,,,
2356137,2356137:52,"""@james: the filter won't yield the correct result when there's a BufferedWriter above it, though the difference may not be large enough to matter.""",n,"[""'Others'""]",,,,
2356137,2356137:53,"""It will be behind, yes, but the alternative is trying to approximate bytes from chars which, as you pointed out, is ugly.""",n,"[""'Usability'""]",,,,
2356137,2356137:54,"""I am assuming there is a fudge factor anyway.""",n,"[""'Others'""]",,,,
2356137,2356137:55,"""If the count needs to be _very_ accurate, you could flush after each line, but that will of course slow performance.""",n,"[""'Performance'""]",,,,
2356137,2356137:56,"""It is highly unlikely that using a 1MiB buffer will be any faster than somewhere between 8 and 16 KiB.""",n,"[""'Performance'""]",,,,
2356137,2356137:57,"""@Software Monkey: Hm, wouldn't accessing the HD in 16 KiB chunks send it thrashing pretty badly?""",n,"[""'Performance'""]",,,,
2356137,2356137:58,"""Perhaps the OS or hardware cache will alleviate that via prefetching.""",o,"[""'Others'""]",,,,
2356137,2356137:59,"""In the end, the optimal buffer size is probably best determined via benchmarks based on the actual use case.""",p,"[""'Performance'""]",,,,
2356137,2356137:60,"""@Michael: In my testing, bulk reading/writing ceased to gain any meaningful throughput increase for buffers larger than this.""",o,"[""'Others'""]",,,,
2356137,2356137:61,"""YMMV.""",o,"[""'Others'""]",,,,
2356137,2356137:62,"""At the time, circa early 2000's the sweet spot seemed to be about 10 K; it might be a little larger now, but probably not by much.""",o,"[""'Others'""]",,,,
2356137,2356137:63,"""It's likely to be about X disk allocation unit, where X is quite small.""",o,"[""'Usability'""]",,,,
2356137,2356137:64,"""This is a very good article: URL_http://java.sun.com/developer/technicalArticles/Programming/PerfTuning/ [ URL_http://java.sun.com/developer/technicalArticles/Programming/PerfTuning/ ] In summary, for great performance, you should: 1.""",p,"[""'Documentation'""]",,suggestion,,
2356137,2356137:65,"""Avoid accessing the disk.""",n,"[""'Others'""]",,,,
2356137,2356137:66,"""2.""",o,"[""'Others'""]",,,,
2356137,2356137:67,"""Avoid accessing the underlying operating system.""",n,"[""'Others'""]",,,,
2356137,2356137:68,"""3.""",o,"[""'Others'""]",,,,
2356137,2356137:69,"""Avoid method calls.""",o,"[""'Others'""]",,,,
2356137,2356137:70,"""4.""",o,"[""'Others'""]",,,,
2356137,2356137:71,"""Avoid processing bytes and characters individually.""",p,"[""'Others'""]",,,,
2356137,2356137:72,"""For example, to reduce the access to disk, you can use a large buffer.""",o,"[""'Others'""]",,,,
2356137,2356137:73,"""The article describes various approaches.""",p,"[""'Documentation'""]",,,,
2356137,2356137:74,"""You can use java.nio which is faster than classical Input/Output stream: URL_http://java.sun.com/javase/6/docs/technotes/guides/io/index.html [ URL_http://java.sun.com/javase/6/docs/technotes/guides/io/index.html ] .""",o,"[""'Performance'""]",,suggestion,,
2356137,2356137:75,"""See my comment on Michael Borgwardt's post.""",o,"[""'Documentation'""]",,,,
2356137,2356137:76,"""Don't use read without arguments.It's very slow.Better read it to buffer and move it to file quickly.""",o,"[""'Performance'"", ""'Usability'""]",,,,
2356137,2356137:77,"""Use bufferedInputStream because it supports binary reading.""",n,"[""'Usability'""]",,,,
2356137,2356137:78,"""And it's all.""",o,"[""'Others'""]",,,,
2356137,2356137:79,"""Does it have to be done in Java?""",p,"[""'Others'""]",,,,
2356137,2356137:80,"""I.e.""",o,"[""'Others'""]",,,,
2356137,2356137:81,"""does it need to be platform independent?""",p,"[""'Portability'""]",,,,
2356137,2356137:82,"""If not, I'd suggest using the ' URL_http://unixhelp.ed.ac.uk/CGI/man-cgi?split [split] ' command in """,p,"[""'Others'""]",,suggestion,,
2356137,2356137:83,"""If you really wanted, you could execute this command via your java program.""",o,"[""'Others'""]",,,,
2356137,2356137:84,"""While I haven't tested, I imagine it perform faster than whatever Java IO implementation you could come up with.""",p,"[""'Performance'""]",,,,
2356137,2356137:85,"""Unless you accidentally read in the whole input file instead of reading it line by line, then your primary limitation will be disk speed.""",o,"[""'Performance'""]",,,,
2356137,2356137:86,"""You may want to try starting with a file containing 100 lines and write it to 100 different files one line in each and make the triggering mechanism work on the number of lines written to the current file.""",n,"[""'Others'""]",,,,
2356137,2356137:87,"""That program will be easily scalable to your situation.""",p,"[""'Performance'""]",,,,
2356137,2356137:88,"""Yes.""",n,"[""'Others'""]",,,,
2356137,2356137:89,"""I also think that using read() with arguments like read(Char[], int init, int end) is a better way to read a such a large file(Eg : read(buffer,0,buffer.length)) And I also experienced the problem of missing values of using the BufferedReader instead of BufferedInputStreamReader for a binary data input stream.""",o,"[""'Bug'""]",,,,
2356137,2356137:90,"""So, using the BufferedInputStreamReader is a much better in this like case.""",o,"[""'Usability'""]",,suggestion,,
326390,326390:1,"""How to create a Java String from the contents of a file?""",o,"[""'Others'""]",,,,
326390,326390:2,"""I've been using this idiom for some time now.""",o,"[""'Usability'""]",,,,
326390,326390:3,"""And it seems to be the most wide-spread, at least in the sites I've visited.""",p,"[""'Community'""]",,,,
326390,326390:4,"""Does anyone have a better/different way to read a file into a string in Java?""",o,"[""'Others'""]",,,,
326390,326390:5,"""CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
326390,326390:6,"""Can anyone explain me in a very simple way what's with the NIO?""",o,"[""'Usability'""]",,,,
326390,326390:7,"""Each time I read about itI get lost in the nth mention of channel :(.""",n,"[""'Usability'""]",,,,
326390,326390:8,"""do remember that it's not guaranteed that the line separator in the file isn't necessary the same as the system's line separator.""",o,"[""'Usability'""]",,,,
326390,326390:9,"""Could you please insert a proper try finally that closes the reader?""",o,"[""'Usability'""]",,,,
326390,326390:10,"""Someone might actually use this example and introduce a bug into his code.""",n,"[""'Bug'""]",,,,
326390,326390:11,"""Code above has a bug of adding extra new line char at the last line.It should be something like followingif(line reader.readLine() ) != null){ stringBuilder.append( line );}while (line reader.readLine() ) != null) { stringBuilder.append( ls ); stringBuilder.append( line );}.""",n,"[""'Bug'""]",,,,
326390,326390:12,"""Java 7 introduces byte[] Files.readAllBytes(file); To those, who suggest the 'one-line' Scanner solution: Don't yo need to close it?""",o,"[""'Usability'""]",,,,
326390,326390:13,""" Read text from a file Here's a compact, robust idiom for Java 7, wrapped up in a utility method: CODESNIPPET_JAVA1 .""",o,"[""'Performance'""]",,,,
326390,326390:14,""" Memory utilization This method can temporarily require memory several times the size of the file, because for a short time the raw file contents (a byte array), the decoded characters (a character buffer), and a copy of the character data (in the new CODETERM1 instance) all reside in memory at once.""",o,"[""'Performance'""]",,,,
326390,326390:15,"""It is safest to apply to files that you know to be small relative to the available memory.""",p,"[""'Performance'""]",,,,
326390,326390:16,"""For reading large files, you need a different design for your program, one that reads a chunk of text from a stream, processes it, and then moves on to the next, reusing the same fixed-sized memory block.""",o,"[""'Performance'""]",,,,
326390,326390:17,"""Here, ""large"" depends on the computer specs.""",o,"[""'Others'""]",,,,
326390,326390:18,"""Nowadays, this threshold might be many gigabytes of RAM.""",o,"[""'Others'""]",,,,
326390,326390:19,""" Character encoding One thing that is missing from the sample in the original post is the character encoding.""",o,"[""'Others'""]",,,,
326390,326390:20,"""There are some special cases where the platform default is what you want, but they are rare, and you should be able justify your choice.""",o,"[""'Usability'""]",,,,
326390,326390:21,"""The URL_http://docs.oracle.com/javase/7/docs/api/java/nio/charset/StandardChar sets.html [CODETERM2] class define some constants for the encodings required of all Java runtimes: CODESNIPPET_JAVA2 .""",o,"[""'Documentation'""]",,suggestion,,
326390,326390:22,"""The platform default is available from URL_http://docs.oracle.com/javase/7/doc s/api/java/nio/charset/Charset.html#defaultCharset%28%29 [the-CODETERM3-class] itself: CODESNIPPET_JAVA3 .""",o,"[""'Documentation'""]",,,,
326390,326390:23,""" Note: This answer largely replaces my Java 6 version.""",o,"[""'Documentation'""]",,,,
326390,326390:24,"""The utility of Java 7 safely simplifies the code, and the old answer, which used a mapped byte buffer, prevented the file that was read from being deleted until the mapped buffer was garbage collected.""",p,"[""'Usability'""]",,,,
326390,326390:25,"""You can view the old version via the ""edited"" link on this answer.""",o,"[""'Documentation'""]",,,,
326390,326390:26,"""Quite interesting.""",p,"[""'OnlySentiment'""]",,,,
326390,326390:27,"""What does the channel means.""",o,"[""'Others'""]",,,,
326390,326390:28,"""I know that is to avoid block the ""thread?""",n,"[""'Others'""]",,,,
326390,326390:29,""""" They can be bidirectional ( or that's what I understood ) But, in more simple word, what are they?""",o,"[""'Others'""]",,,,
326390,326390:30,"""Can you elaborate further?""",o,"[""'Others'""]",,,,
326390,326390:31,"""In many ways, a ReadableByteChannel is like an InputStream, and WritableByteChannel is like an OutputStream.""",o,"[""'Others'""]",,,,
326390,326390:32,"""Many concrete Channels implement both of these interfaces, so one object is bi-directional.""",o,"[""'Others'""]",,,,
326390,326390:33,"""Some channels (SocketChannel) support non-blocking IO, but this isn't true of all channels.""",o,"[""'Usability'""]",,,,
326390,326390:34,"""Do you know the time- and memory-efficiencies of this idiom, or can at least estimate?""",o,"[""'Performance'""]",,,,
326390,326390:35,"""It's a beautiful idiom!.""",p,"[""'OnlySentiment'""]",,,,
326390,326390:36,"""Technically speaking, it's O(n) in time and space.""",o,"[""'Performance'""]",,,,
326390,326390:37,"""Qualitatively, due the immutability requirement of Strings, it's pretty hard on memory; temporarily there are two copies of the char data in memory, plus the room for the encoded bytes.""",p,"[""'Performance'""]",,,,
326390,326390:38,"""Assuming some single-byte encoding, it will (temporarily) require 5 bytes of memory for each character in the file.""",o,"[""'Performance'""]",,,,
326390,326390:39,"""Since the question asks specifically for a String, that's what I show, but if you can work with the CharBuffer returned by ""decode"", the memory requirement is much less.""",o,"[""'Performance'""]",,,,
326390,326390:40,"""Time- wise, I don't think you'll find anything faster in the core Java libs.""",p,"[""'Performance'""]",,,,
326390,326390:41,"""Possible typo?""",n,"[""'OnlySentiment'""]",,,,
326390,326390:42,"""NIO has a Charset (not CharSet) class called java.nio.charset.Charset.""",o,"[""'Others'""]",,,,
326390,326390:43,"""Is this what CharSet should have been?""",o,"[""'Others'""]",,,,
326390,326390:44,"""Note : after exercising a bit that code, I found out that you can't reliably delete the file right after reading it with this method, which may be a non issue in some case, but not mine.May it be in relation with this issue : URL_http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=4715154 ?I finally went with the proposition of Jon Skeet which doesn't suffer from this bug.Anyways, I just wanted to give the info, for other people, just in case...""",n,"[""'Usability'""]",,,,
326390,326390:45,"""@Sbastien Nussbaumer: I also bumped on this problem.""",n,"[""'OnlySentiment'""]",,,,
326390,326390:46,"""Amazing that the bug has been marked ""Will Not Fix"".""",n,"[""'Bug'""]",,,,
326390,326390:47,"""This essentially means that FileChannel#map is, in general, unusable.""",n,"[""'Bug'""]",,,,
326390,326390:48,"""@Sbastien Nussbaumer: The bug has been deleted from the Oracle / Sun Bug Database: ""This bug is not available.""",n,"[""'Bug'""]",,,,
326390,326390:49,""""" Google cached the site at URL_http://webcac he.googleusercontent.com/search?q=cache:bugs.sun.com/bugdatabase/view_bug.do%3 Fbug_id%3D4715154.""",o,"[""'Others'""]",,,,
326390,326390:50,"""I tried reading an exe file using this method with default charset, append some data in it and again make it an exe, But it corrupted the exe, Any thoughts ?""",n,"[""'Bug'""]",,,,
326390,326390:51,"""@smilepleeeaz What you describe makes no sense.""",n,"[""'OnlySentiment'""]",,,,
326390,326390:52,"""EXE files are not text.""",o,"[""'Others'""]",,,,
326390,326390:53,"""And they have a well-defined structure.""",p,"[""'Usability'""]",,,,
326390,326390:54,"""First you are destroying the content of the file by decoding it as text, then you are destroying the structure by appending text to it.""",n,"[""'Usability'""]",,,,
326390,326390:55,"""How could this fail to corrupt the EXE?""",n,"[""'Bug'""]",,,,
326390,326390:56,"""I don't really care about encoding, could I just use Charset.defaultCharset() instead of having an argument accepting it?""",o,"[""'Usability'""]",,,,
326390,326390:57,"""@yannbane If you are sure that the file will always be encoded with the platform's default character set, yes, you could do that.""",o,"[""'Usability'""]",,,,
326390,326390:58,"""If there's a mismatch, then you'll care about encoding.""",o,"[""'Others'""]",,,,
326390,326390:59,"""Commons URL_http://commons.apache.org/proper/commons-io/apidocs/org/apache/com mons/io/FileUtils.html#readFileToString%28java.io.File%29 [CODETERM1] : CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,suggestion,,
326390,326390:60,""" Reads the contents of a file into a String using the default encoding for the VM.""",o,"[""'Others'""]",,,,
326390,326390:61,"""The file is always closed.""",o,"[""'Others'""]",,,,
326390,326390:62,""" Parameters: CODETERM2 \- the file to read, must not be null Returns: the file contents, never null Throws: - CODETERM3 \- in case of an I/O error Since: Commons IO 1.3.1 by Oscar Reyes** I've found the code used ( indirectly ) by that class: URL_http://www.docjar.com/html/api/org/apache/commons/io/IOUtils.java.html [IOUtils.java] under URL_http://www.apache.org/licenses/LICENSE-2.0 [Apache- Licence-2.0] CODESNIPPET_JAVA2 .""",o,"[""'Usability'""]",,,,
326390,326390:63,"""Very similar to the one use by Ritche_W .""",o,"[""'Usability'""]",,,,
326390,326390:64,"""I don't find that method in the URL you provide.""",n,"[""'Others'""]",,,,
326390,326390:65,"""It's in the class org.apache.commons.io.FileUtils.""",o,"[""'Others'""]",,,,
326390,326390:66,"""I'm using FileUtils too, but I'm wondering what is better betwwen using FileUtils or the accepted nio answer?""",o,"[""'Documentation'"", ""'Usability'""]",,,,
